ID;Time[s];
1150;0.880249;00000001
1151;0.880319;Stop bit
1152;0.880336;Start bit
1153;0.880345;00000000
1154;0.880414;Stop bit
1155;0.880432;Start bit
1156;0.88044;00000010
1157;0.88051;Stop bit
1158;0.880527;Start bit
1159;0.880536;00000000
1160;0.880605;Stop bit
1161;0.880623;Start bit
1162;0.880632;00000000
1163;0.880701;Stop bit
1164;0.880718;Start bit
1165;0.880727;00111111
1166;0.880796;Stop bit
1167;0.880814;Start bit
1168;0.880822;00000100
1169;0.880892;Stop bit
1170;0.88091;Start bit
1171;0.880918;00000000
1172;0.880987;Stop bit
1173;0.881005;Start bit
1174;0.881014;00000000
1175;0.881083;Stop bit
1176;0.882046;Start bit
1177;0.882055;00000001
1178;0.882124;Stop bit
1179;0.882142;Start bit
1180;0.88215;00000010
1181;0.88222;Stop bit
1182;0.882238;Start bit
1183;0.882246;11111101
1184;0.882315;Stop bit
1185;0.882333;Start bit
1186;0.882342;00001010
1187;0.882411;Stop bit
1188;0.882428;Start bit
1189;0.882437;00000001
1190;0.882506;Stop bit
1191;0.882524;Start bit
1192;0.882532;00000001
1193;0.882602;Stop bit
1194;0.88262;Start bit
1195;0.882628;00000100
1196;0.882697;Stop bit
1197;0.882715;Start bit
1198;0.882723;00000010
1199;0.882793;Stop bit
1200;0.88281;Start bit
1201;0.882819;00000000
1202;0.882888;Stop bit
1203;0.882906;Start bit
1204;0.882914;00000000
1205;0.882984;Stop bit
1206;0.883001;Start bit
1207;0.88301;01111111
1208;0.883079;Stop bit
1209;0.883097;Start bit
1210;0.883105;01000110
1211;0.883175;Stop bit
1212;0.883192;Start bit
1213;0.883201;00000000
1214;0.88327;Stop bit
1215;0.883288;Start bit
1216;0.883296;00000000
1217;0.883366;Stop bit
1218;0.88433;Start bit
1219;0.884338;00000001
1220;0.884408;Stop bit
1221;0.884425;Start bit
1222;0.884434;00000010
1223;0.884503;Stop bit
1224;0.884521;Start bit
1225;0.884529;11111101
1226;0.884599;Stop bit
1227;0.884616;Start bit
1228;0.884625;00001010
1229;0.884694;Stop bit
1230;0.884712;Start bit
1231;0.88472;00000001
1232;0.88479;Stop bit
1233;0.884807;Start bit
1234;0.884816;00000001
1235;0.884885;Stop bit
1236;0.884903;Start bit
1237;0.884911;00001000
1238;0.884981;Stop bit
1239;0.884998;Start bit
1240;0.885007;00000010
1241;0.885076;Stop bit
1242;0.885094;Start bit
1243;0.885103;00000000
1244;0.885172;Stop bit
1245;0.885189;Start bit
1246;0.885198;00000000
1247;0.885267;Stop bit
1248;0.885285;Start bit
1249;0.885293;11111111
1250;0.885363;Stop bit
1251;0.885381;Start bit
1252;0.885389;00101000
1253;0.885458;Stop bit
1254;0.885476;Start bit
1255;0.885485;00000000
1256;0.885554;Stop bit
1257;0.885571;Start bit
1258;0.88558;00000000
1259;0.885649;Stop bit
1260;0.886604;Start bit
1261;0.886613;00000001
1262;0.886682;Stop bit
1263;0.8867;Start bit
1264;0.886709;00000010
1265;0.886778;Stop bit
1266;0.886795;Start bit
1267;0.886804;11111101
1268;0.886873;Stop bit
1269;0.886891;Start bit
1270;0.886899;00001010
1271;0.886969;Stop bit
1272;0.886987;Start bit
1273;0.886995;00000001
1274;0.887064;Stop bit
1275;0.887082;Start bit
1276;0.887091;00000001
1277;0.88716;Stop bit
1278;0.887177;Start bit
1279;0.887186;00001100
1280;0.887255;Stop bit
1281;0.887273;Start bit
1282;0.887281;00000010
1283;0.887351;Stop bit
1284;0.887369;Start bit
1285;0.887377;00000000
1286;0.887446;Stop bit
1287;0.887464;Start bit
1288;0.887472;00000000
1289;0.887542;Stop bit
1290;0.887559;Start bit
1291;0.887568;11111111
1292;0.887637;Stop bit
1293;0.887655;Start bit
1294;0.887663;01100111
1295;0.887733;Stop bit
1296;0.88775;Start bit
1297;0.887759;00000000
1298;0.887828;Stop bit
1299;0.887846;Start bit
1300;0.887854;00000000
1301;0.887924;Stop bit
1302;0.888887;Start bit
1303;0.888896;00000001
1304;0.888965;Stop bit
1305;0.888983;Start bit
1306;0.888991;00000010
1307;0.889061;Stop bit
1308;0.889078;Start bit
1309;0.889087;11111101
1310;0.889156;Stop bit
1311;0.889174;Start bit
1312;0.889182;00001010
1313;0.889252;Stop bit
1314;0.889269;Start bit
1315;0.889278;00000001
1316;0.889347;Stop bit
1317;0.889365;Start bit
1318;0.889373;00000001
1319;0.889443;Stop bit
1320;0.88946;Start bit
1321;0.889469;00010000
1322;0.889539;Stop bit
1323;0.889556;Start bit
1324;0.889564;00000010
1325;0.889634;Stop bit
1326;0.889651;Start bit
1327;0.88966;00000000
1328;0.889729;Stop bit
1329;0.889747;Start bit
1330;0.889755;00000000
1331;0.889825;Stop bit
1332;0.889842;Start bit
1333;0.889851;11111111
1334;0.889921;Stop bit
1335;0.889938;Start bit
1336;0.889946;01010111
1337;0.890016;Stop bit
1338;0.890033;Start bit
1339;0.890042;00000000
1340;0.890111;Stop bit
1341;0.890129;Start bit
1342;0.890137;00000000
1343;0.890207;Stop bit
1344;0.891171;Start bit
1345;0.89118;00000001
1346;0.891249;Stop bit
1347;0.891266;Start bit
1348;0.891275;00000010
1349;0.891344;Stop bit
1350;0.891362;Start bit
1351;0.89137;11111101
1352;0.89144;Stop bit
1353;0.891458;Start bit
1354;0.891466;00001010
1355;0.891535;Stop bit
1356;0.891553;Start bit
1357;0.891562;00000001
1358;0.891631;Stop bit
1359;0.891648;Start bit
1360;0.891657;00000001
1361;0.891726;Stop bit
1362;0.891744;Start bit
1363;0.891752;00010100
1364;0.891822;Stop bit
1365;0.89184;Start bit
1366;0.891848;00000010
1367;0.891917;Stop bit
1368;0.891935;Start bit
1369;0.891944;00000000
1370;0.892013;Stop bit
1371;0.89203;Start bit
1372;0.892039;00000000
1373;0.892108;Stop bit
1374;0.892126;Start bit
1375;0.892134;11111111
1376;0.892204;Stop bit
1377;0.892222;Start bit
1378;0.89223;01111011
1379;0.892299;Stop bit
1380;0.892317;Start bit
1381;0.892325;00000000
1382;0.892395;Stop bit
1383;0.892412;Start bit
1384;0.892421;00000000
1385;0.89249;Stop bit
1386;0.893454;Start bit
1387;0.893462;00000001
1388;0.893532;Stop bit
1389;0.893549;Start bit
1390;0.893558;00000010
1391;0.893627;Stop bit
1392;0.893645;Start bit
1393;0.893653;11111101
1394;0.893723;Stop bit
1395;0.89374;Start bit
1396;0.893749;00001010
1397;0.893818;Stop bit
1398;0.893836;Start bit
1399;0.893844;00000001
1400;0.893914;Stop bit
1401;0.893931;Start bit
1402;0.89394;00000001
1403;0.89401;Stop bit
1404;0.894027;Start bit
1405;0.894035;00011000
1406;0.894105;Stop bit
1407;0.894122;Start bit
1408;0.894131;00000010
1409;0.8942;Stop bit
1410;0.894218;Start bit
1411;0.894226;00000000
1412;0.894296;Stop bit
1413;0.894313;Start bit
1414;0.894322;00000000
1415;0.894392;Stop bit
1416;0.894409;Start bit
1417;0.894417;11111111
1418;0.894487;Stop bit
1419;0.894504;Start bit
1420;0.894513;00111111
1421;0.894582;Stop bit
1422;0.8946;Start bit
1423;0.894608;00000000
1424;0.894678;Stop bit
1425;0.894695;Start bit
1426;0.894704;00000000
1427;0.894773;Stop bit
1428;0.895737;Start bit
1429;0.895746;00000001
1430;0.895815;Stop bit
1431;0.895833;Start bit
1432;0.895841;00000010
1433;0.895911;Stop bit
1434;0.895928;Start bit
1435;0.895937;11111101
1436;0.896006;Stop bit
1437;0.896024;Start bit
1438;0.896033;00001010
1439;0.896102;Stop bit
1440;0.896119;Start bit
1441;0.896128;00000001
1442;0.896197;Stop bit
1443;0.896215;Start bit
1444;0.896223;00000001
1445;0.896293;Stop bit
1446;0.896311;Start bit
1447;0.896319;00011100
1448;0.896388;Stop bit
1449;0.896406;Start bit
1450;0.896415;00000010
1451;0.896484;Stop bit
1452;0.896501;Start bit
1453;0.89651;00000000
1454;0.896579;Stop bit
1455;0.896597;Start bit
1456;0.896605;00000000
1457;0.896675;Stop bit
1458;0.896693;Start bit
1459;0.896701;11111111
1460;0.89677;Stop bit
1461;0.896788;Start bit
1462;0.896796;01111111
1463;0.896866;Stop bit
1464;0.896883;Start bit
1465;0.896892;00000000
1466;0.896961;Stop bit
1467;0.896979;Start bit
1468;0.896987;00000000
1469;0.897057;Stop bit
1470;0.89802;Start bit
1471;0.898029;00000001
1472;0.898098;Stop bit
1473;0.898116;Start bit
1474;0.898124;00000010
1475;0.898194;Stop bit
1476;0.898211;Start bit
1477;0.89822;11111101
1478;0.898289;Stop bit
1479;0.898307;Start bit
1480;0.898315;00001010
1481;0.898385;Stop bit
1482;0.898402;Start bit
1483;0.898411;00000001
1484;0.89848;Stop bit
1485;0.898498;Start bit
1486;0.898506;00000001
1487;0.898576;Stop bit
1488;0.898593;Start bit
1489;0.898602;01100000
1490;0.898671;Stop bit
1491;0.898689;Start bit
1492;0.898697;00000010
1493;0.898767;Stop bit
1494;0.898784;Start bit
1495;0.898793;00000000
1496;0.898863;Stop bit
1497;0.89888;Start bit
1498;0.898888;00000000
1499;0.898958;Stop bit
1500;0.898975;Start bit
1501;0.898984;11110101
1502;0.899053;Stop bit
1503;0.899071;Start bit
1504;0.899079;11110011
1505;0.899149;Stop bit
1506;0.899166;Start bit
1507;0.899175;00000000
1508;0.899245;Stop bit
1509;0.899262;Start bit
1510;0.89927;00000000
1511;0.89934;Stop bit
1512;0.900304;Start bit
1513;0.900312;00000001
1514;0.900382;Stop bit
1515;0.900399;Start bit
1516;0.900408;00000010
1517;0.900477;Stop bit
1518;0.900494;Start bit
1519;0.900503;11111101
1520;0.900572;Stop bit
1521;0.90059;Start bit
1522;0.900598;00001010
1523;0.900668;Stop bit
1524;0.900685;Start bit
1525;0.900694;00000001
1526;0.900763;Stop bit
1527;0.900781;Start bit
1528;0.900789;00000001
1529;0.900859;Stop bit
1530;0.900876;Start bit
1531;0.900885;01100100
1532;0.900954;Stop bit
1533;0.900972;Start bit
1534;0.90098;00000010
1535;0.90105;Stop bit
1536;0.901067;Start bit
1537;0.901076;00000000
1538;0.901145;Stop bit
1539;0.901163;Start bit
1540;0.901172;00000000
1541;0.901241;Stop bit
1542;0.901258;Start bit
1543;0.901267;11110101
1544;0.901336;Stop bit
1545;0.901354;Start bit
1546;0.901362;11110011
1547;0.901432;Stop bit
1548;0.90145;Start bit
1549;0.901458;00000000
1550;0.901527;Stop bit
1551;0.901545;Start bit
1552;0.901554;00000000
1553;0.901623;Stop bit
1554;0.902587;Start bit
1555;0.902595;00000001
1556;0.902665;Stop bit
1557;0.902682;Start bit
1558;0.902691;00000010
1559;0.90276;Stop bit
1560;0.902778;Start bit
1561;0.902786;11111101
1562;0.902856;Stop bit
1563;0.902873;Start bit
1564;0.902882;00001010
1565;0.902951;Stop bit
1566;0.902969;Start bit
1567;0.902977;00000001
1568;0.903047;Stop bit
1569;0.903064;Start bit
1570;0.903073;00000001
1571;0.903142;Stop bit
1572;0.90316;Start bit
1573;0.903168;01101000
1574;0.903238;Stop bit
1575;0.903255;Start bit
1576;0.903264;00000010
1577;0.903334;Stop bit
1578;0.903351;Start bit
1579;0.903359;00000000
1580;0.903429;Stop bit
1581;0.903446;Start bit
1582;0.903455;00000000
1583;0.903524;Stop bit
1584;0.903542;Start bit
1585;0.90355;11110011
1586;0.90362;Stop bit
1587;0.903637;Start bit
1588;0.903646;11100111
1589;0.903716;Stop bit
1590;0.903733;Start bit
1591;0.903741;00000000
1592;0.903811;Stop bit
1593;0.903828;Start bit
1594;0.903837;00000000
1595;0.903906;Stop bit
1596;0.90487;Start bit
1597;0.904878;00000001
1598;0.904948;Stop bit
1599;0.904965;Start bit
1600;0.904974;00000010
1601;0.905044;Stop bit
1602;0.905061;Start bit
1603;0.905069;11111101
1604;0.905139;Stop bit
1605;0.905156;Start bit
1606;0.905165;00001010
1607;0.905234;Stop bit
1608;0.905252;Start bit
1609;0.90526;00000001
1610;0.90533;Stop bit
1611;0.905347;Start bit
1612;0.905356;00000001
1613;0.905425;Stop bit
1614;0.905443;Start bit
1615;0.905451;01101100
1616;0.905521;Stop bit
1617;0.905538;Start bit
1618;0.905547;00000010
1619;0.905616;Stop bit
1620;0.905634;Start bit
1621;0.905642;00000000
1622;0.905712;Stop bit
1623;0.905729;Start bit
1624;0.905738;00000000
1625;0.905807;Stop bit
1626;0.905825;Start bit
1627;0.905833;11111111
1628;0.905903;Stop bit
1629;0.90592;Start bit
1630;0.905929;11110001
1631;0.905998;Stop bit
1632;0.906016;Start bit
1633;0.906025;00000000
1634;0.906094;Stop bit
1635;0.906111;Start bit
1636;0.90612;00000000
1637;0.906189;Stop bit
1638;0.907153;Start bit
1639;0.907162;00000001
1640;0.907231;Stop bit
1641;0.907249;Start bit
1642;0.907257;00000010
1643;0.907327;Stop bit
1644;0.907344;Start bit
1645;0.907353;11111101
1646;0.907422;Stop bit
1647;0.90744;Start bit
1648;0.907448;00001010
1649;0.907518;Stop bit
1650;0.907535;Start bit
1651;0.907544;00000001
1652;0.907613;Stop bit
1653;0.907631;Start bit
1654;0.907639;00000001
1655;0.907709;Stop bit
1656;0.907726;Start bit
1657;0.907735;01110000
1658;0.907805;Stop bit
1659;0.907822;Start bit
1660;0.90783;00000010
1661;0.9079;Stop bit
1662;0.907917;Start bit
1663;0.907926;00000000
1664;0.907995;Stop bit
1665;0.908013;Start bit
1666;0.908021;00000000
1667;0.908091;Stop bit
1668;0.908108;Start bit
1669;0.908117;11111111
1670;0.908187;Stop bit
1671;0.908204;Start bit
1672;0.908212;11111111
1673;0.908282;Stop bit
1674;0.908299;Start bit
1675;0.908308;00000000
1676;0.908377;Stop bit
1677;0.908395;Start bit
1678;0.908403;00000000
1679;0.908473;Stop bit
1680;0.909436;Start bit
1681;0.909445;00000001
1682;0.909515;Stop bit
1683;0.909532;Start bit
1684;0.90954;00000010
1685;0.90961;Stop bit
1686;0.909627;Start bit
1687;0.909636;11111101
1688;0.909705;Stop bit
1689;0.909723;Start bit
1690;0.909731;00001010
1691;0.909801;Stop bit
1692;0.909818;Start bit
1693;0.909827;00000001
1694;0.909896;Stop bit
1695;0.909914;Start bit
1696;0.909922;00000001
1697;0.909992;Stop bit
1698;0.910009;Start bit
1699;0.910018;01110100
1700;0.910087;Stop bit
1701;0.910105;Start bit
1702;0.910113;00000010
1703;0.910183;Stop bit
1704;0.9102;Start bit
1705;0.910209;00000000
1706;0.910278;Stop bit
1707;0.910296;Start bit
1708;0.910304;00000000
1709;0.910374;Stop bit
1710;0.910391;Start bit
1711;0.9104;11111111
1712;0.910469;Stop bit
1713;0.910487;Start bit
1714;0.910496;11111111
1715;0.910565;Stop bit
1716;0.910582;Start bit
1717;0.910591;00000000
1718;0.91066;Stop bit
1719;0.910678;Start bit
1720;0.910686;00000000
1721;0.910756;Stop bit
1722;0.91172;Start bit
1723;0.911728;00000001
1724;0.911798;Stop bit
1725;0.911816;Start bit
1726;0.911824;00000010
1727;0.911893;Stop bit
1728;0.911911;Start bit
1729;0.911919;11111101
1730;0.911989;Stop bit
1731;0.912006;Start bit
1732;0.912015;00001010
1733;0.912084;Stop bit
1734;0.912102;Start bit
1735;0.91211;00000001
1736;0.91218;Stop bit
1737;0.912197;Start bit
1738;0.912206;00000001
1739;0.912275;Stop bit
1740;0.912293;Start bit
1741;0.912301;01111000
1742;0.912371;Stop bit
1743;0.912388;Start bit
1744;0.912397;00000010
1745;0.912466;Stop bit
1746;0.912484;Start bit
1747;0.912492;00000000
1748;0.912562;Stop bit
1749;0.912579;Start bit
1750;0.912588;00000000
1751;0.912658;Stop bit
1752;0.912675;Start bit
1753;0.912683;11111111
1754;0.912753;Stop bit
1755;0.91277;Start bit
1756;0.912779;11111111
1757;0.912848;Stop bit
1758;0.912866;Start bit
1759;0.912874;00000000
1760;0.912944;Stop bit
1761;0.912961;Start bit
1762;0.91297;00000000
1763;0.91304;Stop bit
1764;0.914003;Start bit
1765;0.914011;00000001
1766;0.914081;Stop bit
1767;0.914098;Start bit
1768;0.914107;00000010
1769;0.914176;Stop bit
1770;0.914194;Start bit
1771;0.914202;11111101
1772;0.914272;Stop bit
1773;0.914289;Start bit
1774;0.914298;00001010
1775;0.914367;Stop bit
1776;0.914385;Start bit
1777;0.914393;00000001
1778;0.914463;Stop bit
1779;0.91448;Start bit
1780;0.914489;00000001
1781;0.914558;Stop bit
1782;0.914576;Start bit
1783;0.914584;01111100
1784;0.914654;Stop bit
1785;0.914671;Start bit
1786;0.91468;00000010
1787;0.914749;Stop bit
1788;0.914767;Start bit
1789;0.914775;00000000
1790;0.914845;Stop bit
1791;0.914862;Start bit
1792;0.914871;00000000
1793;0.91494;Stop bit
1794;0.914958;Start bit
1795;0.914966;11111111
1796;0.915036;Stop bit
1797;0.915053;Start bit
1798;0.915062;11111111
1799;0.915131;Stop bit
1800;0.915149;Start bit
1801;0.915157;00000000
1802;0.915227;Stop bit
1803;0.915244;Start bit
1804;0.915253;00000000
1805;0.915322;Stop bit
1806;0.916287;Start bit
1807;0.916295;00000001
1808;0.916364;Stop bit
1809;0.916382;Start bit
1810;0.91639;00000010
1811;0.91646;Stop bit
1812;0.916477;Start bit
1813;0.916486;11111101
1814;0.916555;Stop bit
1815;0.916573;Start bit
1816;0.916581;00001010
1817;0.916651;Stop bit
1818;0.916668;Start bit
1819;0.916677;00000001
1820;0.916746;Stop bit
1821;0.916764;Start bit
1822;0.916772;00000001
1823;0.916842;Stop bit
1824;0.916859;Start bit
1825;0.916868;10001100
1826;0.916937;Stop bit
1827;0.916955;Start bit
1828;0.916963;00000010
1829;0.917033;Stop bit
1830;0.91705;Start bit
1831;0.917059;00000000
1832;0.917129;Stop bit
1833;0.917146;Start bit
1834;0.917154;00000000
1835;0.917224;Stop bit
1836;0.917241;Start bit
1837;0.91725;00100100
1838;0.917319;Stop bit
1839;0.917337;Start bit
1840;0.917345;01000010
1841;0.917415;Stop bit
1842;0.917432;Start bit
1843;0.917441;00000000
1844;0.917511;Stop bit
1845;0.917528;Start bit
1846;0.917536;00000000
1847;0.917606;Stop bit
1848;0.918569;Start bit
1849;0.918578;00000001
1850;0.918647;Stop bit
1851;0.918665;Start bit
1852;0.918673;00000010
1853;0.918743;Stop bit
1854;0.91876;Start bit
1855;0.918769;11111101
1856;0.918839;Stop bit
1857;0.918856;Start bit
1858;0.918864;00001010
1859;0.918934;Stop bit
1860;0.918951;Start bit
1861;0.91896;00000001
1862;0.919029;Stop bit
1863;0.919047;Start bit
1864;0.919055;00000001
1865;0.919125;Stop bit
1866;0.919142;Start bit
1867;0.919151;10010100
1868;0.91922;Stop bit
1869;0.919238;Start bit
1870;0.919246;00000010
1871;0.919316;Stop bit
1872;0.919333;Start bit
1873;0.919342;00000000
1874;0.919411;Stop bit
1875;0.919429;Start bit
1876;0.919437;00000000
1877;0.919507;Stop bit
1878;0.919524;Start bit
1879;0.919533;11100001
1880;0.919602;Stop bit
1881;0.91962;Start bit
1882;0.919628;01000011
1883;0.919698;Stop bit
1884;0.919715;Start bit
1885;0.919724;00000000
1886;0.919793;Stop bit
1887;0.919811;Start bit
1888;0.91982;00000000
1889;0.919889;Stop bit
1890;0.920853;Start bit
1891;0.920861;00000001
1892;0.920931;Stop bit
1893;0.920948;Start bit
1894;0.920957;00000010
1895;0.921026;Stop bit
1896;0.921044;Start bit
1897;0.921052;11111101
1898;0.921122;Stop bit
1899;0.921139;Start bit
1900;0.921148;00001010
1901;0.921217;Stop bit
1902;0.921235;Start bit
